,regional_geocode,geocode
1477,35115,3515350
1478,35013,3515004
1479,35061,3511409
1480,35093,3517307
1481,35172,3509957
1482,35151,3511102
1483,35012,3509205
1484,35153,3514205
1485,35023,3517109
1486,35153,3529658
1487,35064,3507308
1488,35071,3507100
1489,35021,3506409
1490,35014,3505708
1491,35064,3505203
1492,35023,3507704
1493,35155,3504800
1494,35155,3504602
1495,35071,3504107
1496,35011,3503901
1497,35072,3503802
1498,35063,3503604
1499,35021,3506201
1500,35172,3503158
1501,35163,3502903
1502,35153,3502606
1503,35112,3502408
1504,35104,3502002
1505,35112,3500808
1506,35131,3518602
1507,35092,3507209
1508,35022,3530102
1509,35092,3537156
1510,35095,3503356
1511,35031,3501707
1512,35093,3501509
1513,35163,3501152
1514,35021,3504206
1515,35061,3505005
1516,35095,3505807
1517,35112,3501301
1518,35157,3501202
1519,35101,3503307
1520,35064,3529807
1521,35163,3521002
1522,35142,3500402
1523,35074,3500501
1524,35121,3537206
1525,35093,3533700
1526,35082,3533601
1527,35163,3552205
1528,35155,3549805
1529,35072,3533403
1530,35071,3552106
1531,35065,3517208
1532,35163,3519709
1533,31040,3101102
1534,35061,3515400
1535,35064,3514106
1536,35094,3546405
1537,35022,3511003
1538,35112,3529203
1539,35112,3508900
1540,26006,2610608
1541,26004,2610103
1542,26011,2609303
1543,25004,2501534
1544,25004,2511103
1545,25006,2516706
1546,25002,2516409
1547,25002,2515906
1548,25016,2502151
1549,25009,2502201
1550,25015,2502508
1551,25007,2502607
1552,25001,2503001
1553,25001,2503209
1554,25009,2503308
1555,25006,2503407
1556,25006,2503555
1557,25009,2503704
1558,25014,2504033
1559,25008,2504306
1560,25006,2504504
1561,25001,2504603
1562,25005,2504850
1563,22004,2200400
1564,25002,2505709
1565,25016,2506103
1566,25004,2506202
1567,25005,2506509
1568,25011,2506707
1569,25007,2507002
1570,25014,2507101
1571,25012,2507606
1572,25013,2508109
1573,25002,2508208
1574,25014,2508901
1575,25011,2509008
1576,25014,2509057
1577,25003,2509339
1578,25008,2509370
1579,25003,2509503
1580,25015,2509909
1581,25010,2510006
1582,25004,2510105
1583,25004,2510303
1584,25016,2510501
1585,25013,2510907
1586,25012,2511202
1587,25012,2511509
1588,25002,2511806
1589,22011,2208551
1590,25016,2512408
1591,25002,2512747
1592,25001,2512762
1593,25012,2513109
1594,22002,2209302
1595,25007,2513604
1596,25016,2513851
1597,22006,2209559
1598,25010,2513984
1599,25007,2514305
1600,25005,2514800
1601,25004,2515401
1602,25005,2515500
1603,25002,2515609
1604,25007,2515708
1605,25002,2515930
1606,22010,2210383
1607,31048,3167301
1608,22001,2210656
1609,31048,3167905
1610,31036,3168408
1611,31099,3168606
1612,31010,3169307
1613,31060,3170503
1614,31049,3170909
1615,25005,2510600
1616,25016,2512002
1617,25010,2513208
1618,25011,2516607
1619,41008,4123006
1620,25008,2502904
1621,25005,2500734
1622,25002,2501005
1623,25004,2501609
1624,25005,2504074
1625,25006,2505402
1626,25006,2505907
1627,25006,2509396
1628,25012,2509404
1629,25007,2511004
1630,25007,2511301
1631,25004,2511400
1632,25002,2511608
1633,25003,2512705
1634,25009,2513653
1635,25014,2512903
1636,25009,2513307
1637,25006,2514909
1638,25001,2501807
1639,25003,2500908
1640,25010,2500775
1641,25001,2500601
1642,25003,2500403
1643,22004,2206308
1644,25016,2501351
1645,15010,1501006
1646,15014,1501808
1647,15008,1502301
1648,15008,1502400
1649,15002,1502855
1650,15008,1502905
1651,15003,1502939
1652,41005,4108452
1653,15002,1503903
1654,15011,1504000
1655,15008,1505502
1656,15011,1504604
1657,15002,1504802
1658,15003,1505494
1659,28007,2806909
1660,15002,1505650
1661,15006,1506351
1662,15013,1506401
1663,15012,1508357
1664,15002,1505304
1665,15013,1500305
1666,15003,1503705
1667,15001,1506583
1668,15001,1507300
1669,15009,1507474
1670,15003,1507508
1671,15002,1507979
1672,15007,1508001
1673,15007,1500206
1674,15002,1500503
1675,15009,1501709
1676,15001,1502764
1677,15008,1503507
1678,15003,1504976
1679,15001,1505437
1680,15014,1504505
1681,15011,1500107
1682,15006,1501501
1683,15007,1501907
1684,15009,1502202
1685,15014,1503101
1686,15001,1505551
1687,15014,1505809
1688,15007,1506500
1689,15009,1505403
1690,15010,1503606
1691,15004,1507953
1692,15010,1508050
1693,15001,1506708
1694,15006,1500800
1695,24004,2411429
1696,15001,1501253
1697,15003,1502152
1698,15008,1503408
1699,15011,1504703
1700,15010,1505031
1701,15010,1506195
1702,15008,1506609
1703,15008,1507961
1704,15008,1508126
1705,15001,1508084
1706,25002,2500809
1707,25008,2502805
1708,25015,2503100
1709,25015,2504355
1710,43014,4304309
1711,25002,2506301
1712,25007,2506608
1713,25006,2508802
1714,25001,2509107
1715,25006,2513000
1716,25012,2515005
1717,25016,2515807
1718,25016,2516755
1719,25010,2517209
1720,25016,2504009
1721,41002,4113205
1722,25001,2515971
1723,25011,2500106
1724,15014,1500701
1725,15002,1500404
1726,41001,4109500
1727,15001,1500347
1728,51012,5105507
1729,51013,5103601
1730,51013,5106307
1731,51006,5100201
1732,51015,5106422
1733,24004,2412104
1734,24006,2410801
1735,24006,2413607
1736,41008,4103024
1737,51016,5105101
1738,51014,5103700
1739,51002,5103403
1740,50001,5007406
1741,50003,5003702
1742,29015,2903706
1743,31081,3158201
1744,31052,3154507
1745,31049,3138682
1746,31093,3128105
1747,31042,3125952
1748,31026,3125507
1749,31057,3120706
1750,31027,3116100
1751,50003,5007976
1752,50001,5008008
1753,50004,5008305
1754,50003,5000856
1755,50003,5000906
1756,50001,5000252
1757,50001,5002605
1758,50001,5003108
1759,50003,5004304
1760,50004,5006309
1761,41002,4104105
1762,50003,5006358
1763,50001,5007109
1764,50001,5007307
1765,50001,5007505
1766,51007,5103452
1767,51012,5105002
1768,51009,5105309
1769,51012,5106182
1770,51015,5106265
1771,51014,5108006
1772,51005,5108204
1773,51014,5108501
1774,51001,5100250
1775,51002,5106455
1776,51003,5106778
1777,51013,5107008
1778,51002,5103007
1779,43001,4310751
1780,43021,4311007
1781,43002,4311106
1782,43002,4311130
1783,43013,4311155
1784,51010,5104559
1785,51013,5104609
1786,43027,4311239
1787,43019,4311254
1788,43017,4311270
1789,32003,3203502
1790,32002,3204500
1791,26012,2603926
1792,26006,2608453
1793,26003,2600807
1794,26003,2610905
1795,33005,3305109
1796,24004,2402709
1797,24001,2408300
1798,24003,2411601
1799,24006,2411908
1800,51012,5107578
1801,51013,5100300
1802,51011,5102504
1803,51001,5102793
1804,51010,5103205
1805,51003,5107354
1806,51013,5100409
1807,51002,5101605
1808,51008,5101902
1809,51011,5106828
1810,51012,5103361
1811,51011,5103437
1812,51002,5100102
1813,43004,4311734
1814,43018,4311700
1815,43003,4311718
1816,43008,4311791
1817,43002,4312104
1818,43028,4312153
1819,43018,4312203
1820,43009,4312252
1821,43020,4312302
1822,51004,5106000
1823,51009,5107859
1824,51015,5108055
1825,51004,5108907
1826,51011,5107156
1827,31001,3111606
1828,50003,5003454
1829,50004,5007802
1830,50003,5005707
1831,50003,5004601
1832,50003,5004007
1833,50001,5003900
1834,50003,5003504
1835,50001,5002951
1836,50001,5002704
1837,50004,5001904
1838,50003,5008404
1839,50003,5006606
1840,50001,5003488
1841,50003,5000609
1842,50001,5006002
1843,50003,5005103
1844,50003,5003751
1845,31037,3162609
1846,43018,4309902
1847,43019,4309951
1848,43012,4310009
1849,43006,4310108
1850,43029,4310306
1851,43030,4310363
1852,43014,4310405
1853,52011,5204854
1854,52013,5205000
1855,52002,5205455
1856,52005,5205901
1857,52001,5206800
1858,52017,5209150
1859,52012,5209606
1860,52012,5210406
1861,52007,5212709
1862,52013,5213855
1863,52008,5215256
1864,52010,5215900
1865,52002,5217104
1866,52003,5204003
1867,52005,5206602
1868,52016,5207253
1869,52002,5212600
1870,52017,5200209
1871,52013,5209457
1872,52014,5209804
1873,52014,5205521
1874,52016,5201504
1875,52009,5202353
1876,52017,5216007
1877,52003,5220009
1878,52013,5221577
1879,21006,2100808
1880,21018,2106508
1881,31081,3100609
1882,31090,3102803
1883,31062,3106606
1884,31006,3110301
1885,31089,3112000
1886,31051,3112703
1887,31059,3116001
1888,43001,4310538
1889,31060,3122702
1890,31007,3167400
1891,31011,3169406
1892,31048,3169901
1893,31049,3170008
1894,31072,3170107
1895,31058,3170479
1896,31062,3100906
1897,31049,3170529
1898,31052,3171030
1899,29009,2932705
1900,35163,3550605
1901,52008,5221452
1902,52011,5200308
1903,52011,5217302
1904,52012,5213905
1905,21006,2100907
1906,21016,2111300
1907,21012,2104206
1908,21007,2111508
1909,21014,2111029
1910,12002,1200401
1911,12003,1200302
1912,12002,1200328
1913,12001,1200708
1914,27003,2705606
1915,27010,2706422
1916,27008,2703106
1917,27004,2700409
1918,27007,2702009
1919,27006,2702306
1920,27007,2702355
1921,27007,2702603
1922,27007,2703403
1923,27002,2703502
1924,27003,2703809
1925,27007,2704203
1926,27002,2704500
1927,27001,2704708
1928,27008,2704807
1929,27002,2705101
1930,24003,2404606
1931,27006,2706802
1932,27001,2706901
1933,27001,2707701
1934,27003,2708303
1935,27001,2708907
1936,27008,2709004
1937,27004,2709400
1938,27009,2701803
1939,27003,2703908
1940,27009,2705408
1941,27003,2709301
1942,27005,2701001
1943,27003,2701100
1944,27004,2701902
1945,27003,2702108
1946,27006,2702702
1947,27007,2703700
1948,27009,2706109
1949,24006,2403202
1950,24001,2403509
1951,24004,2403806
1952,24008,2404853
1953,24001,2406601
1954,24002,2407609
1955,24001,2407807
1956,24003,2408953
1957,27004,2704906
1958,27008,2705309
1959,27008,2706307
1960,27004,2707602
1961,35051,3551900
1962,13002,1300086
1963,13001,1301159
1964,29021,2929057
1965,29020,2919926
1966,29006,2924652
1967,29027,2924678
1968,29015,2924900
1969,29014,2930600
1970,29028,2926657
1971,29007,2926806
1972,29006,2928307
1973,29014,2929800
1974,29025,2933000
1975,29014,2933109
1976,29011,2933406
1977,29025,2902104
1978,29006,2902609
1979,29012,2916203
1980,29003,2902005
1981,29017,2918100
1982,29012,2920700
1983,29026,2921104
1984,29006,2925956
1985,29002,2926202
1986,29007,2926400
1987,29018,2915304
1988,29018,2925303
1989,32004,3200508
1990,32004,3201100
1991,32002,3201159
1992,32004,3201209
1993,32003,3201605
1994,32004,3201803
1995,32002,3202405
1996,32004,3202603
1997,52010,5221502
1998,32004,3203007
1999,32002,3203346
2000,52001,5204607
2001,52015,5200134
2002,31006,3102605
2003,31011,3107109
2004,31072,3117306
2005,31030,3119807
2006,43019,4310579
2007,31064,3126505
2008,31002,3128709
2009,31058,3144375
2010,31007,3146008
2011,29015,2927903
2012,35052,3553104
2013,31082,3159704
2014,31036,3161601
2015,29008,2902708
2016,43003,4310603
2017,43018,4309803
2018,43013,4309704
2019,43022,4309654
2020,43014,4309605
2021,43028,4309571
2022,43008,4309555
2023,43011,4309506
2024,43025,4309407
2025,43010,4309209
2026,43028,4309159
2027,43023,4309100
2028,52016,5218102
2029,52001,5215009
2030,52017,5213806
2031,52013,5210901
2032,52008,5207501
2033,52013,5206404
2034,52002,5203559
2035,52017,5203500
2036,52012,5200852
2037,52011,5200100
2038,52015,5221551
2039,52001,5221403
2040,52013,5220157
2041,52001,5219902
2042,43013,4304002
2043,52004,5219753
2044,52013,5219704
2045,52013,5219357
2046,52015,5216304
2047,52013,5214861
2048,52012,5214838
2049,52012,5214002
2050,52018,5211800
2051,52001,5210000
2052,52017,5209937
2053,52007,5209903
2054,52007,5209408
2055,52003,5208004
2056,52008,5204656
2057,52015,5218805
2058,52004,5212501
2059,52015,5210802
2060,52002,5207402
2061,52009,5207105
2062,52001,5202809
2063,52017,5204250
2064,52002,5204557
2065,52013,5204953
2066,52015,5205059
2067,52005,5205109
2068,52011,5205513
2069,52002,5206305
2070,52007,5206701
2071,52006,5208301
2072,52001,5208806
2073,52017,5209101
2074,52001,5209200
2075,52005,5210109
2076,52013,5210158
2077,43024,4303673
2078,52009,5210307
2079,52001,5210562
2080,52016,5211909
2081,52009,5212006
2082,52015,5212253
2083,52005,5212907
2084,52016,5213103
2085,52009,5213400
2086,52009,5213707
2087,52008,5213772
2088,52001,5214507
2089,52009,5215207
2090,52001,5215405
2091,52010,5215702
2092,52010,5216403
2093,52016,5216452
2094,52009,5217203
2095,52003,5217609
2096,52002,5217708
2097,52015,5218052
2098,52002,5218391
2099,52013,5218607
2100,52013,5218706
2101,52010,5220058
2102,52013,5220280
2103,52015,5220405
2104,52002,5220603
2105,52007,5220686
2106,52007,5220702
2107,52005,5221304
2108,52002,5221908
2109,52002,5222005
2110,52002,5222054
2111,52015,5201454
2112,52010,5202601
2113,52018,5203203
2114,52002,5203302
2115,52009,5203401
2116,52012,5203807
2117,52002,5206503
2118,52005,5206909
2119,52005,5201207
2120,52014,5200829
2121,52007,5200803
2122,52017,5200506
2123,52001,5200050
2124,52001,5201306
2125,52016,5220504
2126,52002,5220454
2127,52010,5219001
2128,52015,5218508
2129,52005,5215801
2130,52009,5215652
2131,52005,5215504
2132,52001,5214408
2133,52015,5213756
2134,52014,5212808
2135,52017,5212105
2136,52001,5211404
2137,52006,5205307
2138,52009,5210208
2139,52014,5204706
2140,52005,5204508
2141,52001,5203609
2142,52003,5200605
2143,52012,5208905
2144,52005,5208509
2145,52004,5205497
2146,52015,5204102
2147,52008,5203575
2148,52004,5221858
2149,43017,4308854
2150,43009,4308805
2151,43016,4308706
2152,43011,4308656
2153,43015,4308508
2154,32001,3203205
2155,32001,3201506
2156,23011,2305209
2157,23004,2305100
2158,43001,4308409
2159,23012,2302305
2160,23011,2305803
2161,23020,2311207
2162,23003,2307650
2163,23008,2301851
2164,23021,2307106
2165,29017,2900207
2166,29017,2924009
2167,29004,2925204
2168,29002,2904407
2169,29005,2904902
2170,29009,2906303
2171,29006,2908507
2172,29017,2911402
2173,29017,2927101
2174,29011,2915007
2175,29015,2915205
2176,29010,2929255
2177,29005,2929602
2178,29007,2931053
2179,29002,2930907
2180,43011,4306932
2181,29025,2903276
2182,29015,2904308
2183,43016,4307005
2184,43017,4307054
2185,43021,4307104
2186,43015,4307302
2187,43024,4307401
2188,43015,4307450
2189,43019,4307500
2190,43016,4307559
2191,43008,4307708
2192,43027,4307815
2193,43026,4307906
2194,43001,4308003
2195,43016,4308052
2196,43030,4308078
2197,43026,4308201
2198,43019,4308300
2199,29014,2929370
2200,23017,2305704
2201,23020,2302701
2202,23013,2305308
2203,23013,2313401
2204,23004,2302909
2205,23006,2313757
2206,23001,2301000
2207,23016,2302602
2208,23006,2300754
2209,31036,3157500
2210,23008,2311306
2211,23015,2311009
2212,23011,2311702
2213,23011,2312205
2214,23008,2305332
2215,23020,2309201
2216,29013,2920007
2217,29003,2919801
2218,29011,2919603
2219,29017,2927606
2220,29001,2902203
2221,29023,2921906
2222,29006,2928802
2223,29018,2927705
2224,29011,2927200
2225,29003,2926905
2226,29006,2926301
2227,29014,2925931
2228,29028,2925006
2229,29015,2922805
2230,29022,2922508
2231,29007,2921807
2232,29007,2921054
2233,29014,2920106
2234,29003,2919504
2235,29007,2919405
2236,29010,2919157
2237,29010,2918357
2238,29023,2923035
2239,29001,2923308
2240,29023,2923506
2241,29006,2924058
2242,29028,2925105
2243,43020,4305900
2244,29024,2925253
2245,29025,2926103
2246,43025,4305934
2247,29013,2925402
2248,29022,2925758
2249,29025,2925907
2250,35033,3546504
2251,29025,2928000
2252,29021,2928208
2253,29016,2930204
2254,29026,2931350
2255,29027,2931608
2256,29016,2932002
2257,29010,2933604
2258,29010,2901155
2259,29010,2903003
2260,29028,2906899
2261,29018,2910727
2262,29018,2911808
2263,29023,2913002
2264,29007,2913408
2265,29027,2913457
2266,29001,2913705
2267,41014,4126702
2268,29006,2914000
2269,29021,2928109
2270,29003,2907558
2271,29021,2930154
2272,29019,2930766
2273,29016,2930774
2274,29006,2931400
2275,29003,2904209
2276,29008,2904506
2277,29006,2906857
2278,29012,2908002
2279,29001,2909604
2280,29003,2912202
2281,29015,2914307
2282,29015,2916708
2283,29009,2920908
2284,29014,2921708
2285,29027,2922755
2286,29014,2924801
2287,29020,2927408
2288,29002,2928901
2289,29022,2929107
2290,29006,2931103
2291,29028,2933307
2292,29023,2900108
2293,29012,2900900
2294,29025,2919108
2295,29024,2901353
2296,29006,2901700
2297,29015,2901957
2298,29022,2902302
2299,29023,2904001
2300,29028,2905156
2301,29016,2905909
2302,29006,2906402
2303,29010,2907608
2304,29025,2908408
2305,29019,2910750
2306,29015,2910008
2307,29028,2910404
2308,29012,2911501
2309,29011,2912608
2310,29008,2914109
2311,29010,2914604
2312,29012,2914802
2313,29013,2917102
2314,29011,2922854
2315,29006,2922730
2316,29005,2922300
2317,29022,2922201
2318,29010,2922052
2319,29008,2921609
2320,29022,2921302
2321,29003,2920304
2322,29028,2919959
2323,29013,2919702
2324,29023,2919306
2325,29020,2919207
2326,29011,2919009
2327,29022,2929404
2328,29012,2902401
2329,29018,2903409
2330,29026,2906907
2331,29008,2904753
2332,29021,2909307
2333,29002,2909406
2334,29012,2915403
2335,29001,2917904
2336,29012,2918555
2337,29003,2923605
2338,29028,2925709
2339,29020,2929503
2340,29022,2932101
2341,29027,2932903
2342,43023,4304408
2343,43008,4304606
2344,43018,4304622
2345,43004,4304630
2346,43002,4304655
2347,43008,4304689
2348,43029,4304697
2349,43005,4304713
2350,43025,4304804
2351,43017,4304903
2352,43023,4305108
2353,29015,2900603
2354,29001,2900702
2355,29006,2901106
2356,29002,2901403
2357,29001,2902054
2358,29011,2904050
2359,29003,2904100
2360,29010,2905305
2361,29027,2905800
2362,29024,2906006
2363,29020,2906501
2364,29007,2906600
2365,29028,2906709
2366,29016,2906824
2367,29001,2907509
2368,29021,2908101
2369,29022,2908309
2370,29015,2909505
2371,29005,2909802
2372,29003,2910107
2373,29022,2910206
2374,29001,2910503
2375,29027,2911204
2376,29003,2911659
2377,29007,2912004
2378,29012,2912103
2379,29015,2913903
2380,29015,2914208
2381,29023,2914406
2382,29006,2914505
2383,29018,2914653
2384,29015,2915106
2385,29020,2916104
2386,29022,2916856
2387,29015,2916906
2388,29007,2917334
2389,29015,2918308
2390,43009,4305355
2391,41015,4110003
2392,43016,4305371
2393,35016,3550308
2394,35095,3543808
2395,43013,4305405
2396,43021,4305439
2397,43009,4305447
2398,31082,3155504
2399,24001,2401206
2400,43005,4305454
2401,43017,4305504
2402,43030,4305587
2403,43012,4305603
2404,43013,4305702
2405,52007,5219803
2406,14001,1400027
2407,24005,2401503
2408,14001,1400050
2409,14002,1400233
2410,14002,1400506
2411,14001,1400704
2412,43018,4300059
2413,43001,4300109
2414,43013,4300208
2415,43014,4300307
2416,43003,4300406
2417,43014,4300455
2418,43017,4300471
2419,43015,4300505
2420,43026,4300570
2421,43021,4300638
2422,43018,4300661
2423,43026,4300802
2424,43009,4300851
2425,43007,4300877
2426,43029,4301008
2427,43004,4301057
2428,43021,4301073
2429,43009,4301107
2430,43027,4301206
2431,43021,4301305
2432,43019,4301404
2433,41008,4115408
2434,43022,4301602
2435,43005,4301636
2436,43008,4301651
2437,43018,4301800
2438,43015,4301859
2439,43009,4301909
2440,43016,4301925
2441,43020,4301958
2442,43019,4302006
2443,43016,4302055
2444,43025,4302105
2445,43020,4302154
2446,43014,4302204
2447,43012,4302220
2448,43012,4302238
2449,43024,4302303
2450,43015,4302378
2451,43011,4302501
2452,43020,4302600
2453,43002,4302907
2454,43027,4303004
2455,43018,4303202
2456,43011,4303301
2457,43009,4303509
2458,43006,4303608
2459,43014,4303707
2460,43007,4303905
2461,43028,4304200
2462,13001,1300300
2463,13002,1300631
2464,13003,1300805
2465,13002,1301209
2466,24004,2402006
2467,13008,1302108
2468,24001,2402204
2469,13005,1303403
2470,13009,1303908
2471,13006,1304104
2472,13004,1304401
2473,13003,1302702
2474,13005,1302900
2475,13009,1300201
2476,13002,1300839
2477,13001,1301100
2478,13007,1301506
2479,29024,2924603
2480,13006,1303502
2481,13005,1303007
2482,13006,1300904
2483,13007,1301407
2484,13007,1301951
2485,13009,1303700
2486,13008,1304203
2487,13001,1303106
2488,16001,1600212
2489,16001,1600238
2490,16001,1600303
2491,16003,1600402
2492,16001,1600535
2493,16002,1600105
2494,16001,1600253
2495,16002,1600204
2496,16002,1600501
2497,24008,2400703
2498,43020,4305306
2499,29019,2923803
2500,29012,2929354
2501,29028,2909000
2502,35062,3507456
2503,33006,3304300
2504,11004,1100809
2505,33004,3304409
2506,11006,1100924
2507,29002,2911105
2508,11004,1101104
2509,29010,2911303
2510,33009,3304607
2511,24004,2413409
2512,11002,1101484
2513,35064,3554706
2514,29010,2912400
2515,11003,1101559
2516,43024,4314464
2517,11003,1101757
2518,33009,3305158
2519,33002,3305208
2520,28006,2805307
2521,33002,3305505
2522,11002,1101203
2523,33006,3305604
2524,35052,3554409
2525,33003,3306008
2526,11003,1101435
2527,11005,1101450
2528,11007,1101492
2529,43017,4303558
2530,11005,1100296
2531,12003,1200203
2532,11003,1101609
2533,11001,1100452
2534,12002,1200179
2535,11005,1100148
2536,11003,1100320
2537,11001,1100023
2538,12003,1200336
2539,11002,1100049
2540,11006,1100056
2541,28007,2800209
2542,12003,1200427
2543,12002,1200435
2544,12002,1200450
2545,12002,1200500
2546,31047,3149507
2547,43021,4314605
2548,52012,5219258
2549,29013,2915809
2550,33004,3300308
2551,33008,3301009
2552,29013,2916807
2553,33007,3302106
2554,29021,2917359
2555,29007,2917409
2556,29008,2922250
2557,31004,3149903
2558,28007,2801108
2559,33003,3302908
2560,29003,2918605
2561,29007,2918753
2562,33005,3303500
2563,13005,1300508
2564,33004,3304003
2565,33004,3304201
2566,33007,3304706
2567,33006,3304904
2568,33009,3305307
2569,31096,3150000
2570,33005,3300456
2571,31097,3150109
2572,43016,4314787
2573,22010,2211308
2574,22006,2205565
2575,35094,3506300
2576,29013,2922706
2577,33007,3300605
2578,22002,2208700
2579,31003,3150901
2580,31032,3151404
2581,31071,3151602
2582,33009,3303401
2583,28007,2804706
2584,33008,3305000
2585,33003,3305406
2586,13005,1300680
2587,31015,3152709
2588,13002,1300102
2589,31075,3152808
2590,29026,2923001
2591,31059,3153509
2592,14001,1400308
2593,33004,3302254
2594,31044,3154101
2595,31015,3154200
2596,41017,4100806
2597,35151,3539004
2598,33003,3302809
2599,33006,3305752
2600,14002,1400605
2601,31013,3154408
2602,14001,1400100
2603,29006,2929305
2604,35131,3539509
2605,24001,2401800
2606,24005,2402105
2607,14002,1400282
2608,24006,2404002
2609,43021,4305124
2610,29014,2931301
2611,35095,3541802
2612,43027,4305132
2613,24006,2404903
2614,29008,2923704
2615,41021,4117305
2616,43020,4305157
2617,43009,4305173
2618,43011,4305207
2619,52018,5219456
2620,11001,1100601
2621,33007,3304102
2622,29019,2926509
2623,11005,1100379
2624,31009,3164704
2625,11003,1100346
2626,33004,3303955
2627,28003,2803708
2628,22004,2205557
2629,35111,3533106
2630,31087,3148905
2631,11001,1100262
2632,29003,2904605
2633,11003,1101302
2634,52014,5214879
2635,29011,2903805
2636,52008,5214051
2637,11003,1100254
2638,11002,1100189
2639,33003,3303609
2640,29006,2922102
2641,29001,2927002
2642,29028,2903508
2643,28002,2802106
2644,35154,3549250
2645,11003,1100122
2646,33006,3303302
2647,22001,2205276
2648,11002,1100098
2649,41014,4124905
2650,11006,1100072
2651,25014,2507309
2652,11006,1100064
2653,33008,3304755
2654,11005,1100015
2655,52002,5211701
2656,35174,3548203
2657,24006,2407252
2658,33007,3302304
2659,52015,5211305
2660,24005,2406403
2661,29022,2933174
2662,24002,2414605
2663,33007,3302205
2664,52002,5209705
2665,42003,4219101
2666,42002,4218855
2667,42004,4219408
2668,42009,4203006
2669,42012,4202131
2670,42008,4202875
2671,42003,4202537
2672,42008,4203600
2673,42012,4203303
2674,35153,3547650
2675,42015,4204251
2676,42015,4204608
2677,42009,4204806
2678,42014,4205191
2679,42015,4205456
2680,42002,4215075
2681,42008,4206702
2682,42009,4206751
2683,42001,4215208
2684,42012,4207908
2685,42008,4200408
2686,42009,4215406
2687,42001,4208401
2688,33003,3301801
2689,42008,4208609
2690,42001,4216701
2691,42014,4208708
2692,42014,4215653
2693,31044,3146701
2694,42008,4209003
2695,42010,4207809
2696,42008,4210035
2697,42012,4210100
2698,35082,3549409
2699,42001,4216255
2700,42001,4211009
2701,42012,4211108
2702,42010,4201273
2703,42015,4211603
2704,42006,4213203
2705,42001,4217204
2706,42004,4201802
2707,42012,4212205
2708,31003,3147303
2709,31021,3147501
2710,42014,4211256
2711,42015,4220000
2712,42009,4217907
2713,42009,4213351
2714,42016,4208807
2715,42006,4218202
2716,42014,4213807
2717,42001,4202156
2718,24004,2414159
2719,42006,4202404
2720,42014,4218806
2721,42016,4206108
2722,33005,3302007
2723,42009,4219309
2724,42001,4215554
2725,42003,4204459
2726,42016,4207304
2727,22011,2203800
2728,42015,4209607
2729,42001,4207650
2730,42003,4207684
2731,42010,4209854
2732,42003,4213401
2733,42002,4211876
2734,42004,4209904
2735,42003,4210555
2736,42001,4212239
2737,31068,3148707
2738,42003,4216107
2739,42004,4215307
2740,42001,4217303
2741,42001,4217154
2742,42002,4217550
2743,42002,4217758
2744,31061,3148806
2745,42016,4218400
2746,22004,2203305
2747,42014,4201406
2748,42011,4216354
2749,42004,4217808
2750,42014,4202073
2751,42010,4217501
2752,42016,4215604
2753,42016,4215455
2754,42004,4214102
2755,42004,4214003
2756,42007,4200705
2757,42007,4200606
2758,42013,4218954
2759,42016,4214904
2760,42005,4213500
2761,42010,4213104
2762,42006,4214706
2763,42007,4214300
2764,42013,4212056
2765,42009,4210704
2766,31046,3145703
2767,31008,3145505
2768,42004,4214805
2769,31083,3145455
2770,42007,4201109
2771,42005,4212502
2772,42008,4200051
2773,42008,4219853
2774,42013,4211892
2775,42004,4209508
2776,42014,4218103
2777,42011,4208906
2778,42014,4210803
2779,42004,4207403
2780,42009,4210050
2781,31038,3144672
2782,42009,4209706
2783,42009,4207577
2784,42013,4202602
2785,42007,4215703
2786,42007,4205704
2787,42002,4204350
2788,42016,4212403
2789,31008,3147600
2790,31001,3111309
2791,31008,3167004
2792,52004,5200258
2793,24001,2407906
2794,31070,3153004
2795,31076,3139300
2796,31058,3154457
2797,24003,2401602
2798,29019,2922904
2799,31089,3158805
2800,31015,3162500
2801,31007,3108305
2802,31003,3140407
2803,31003,3151008
2804,24003,2402600
2805,35162,3532827
2806,31009,3134806
2807,31060,3145851
2808,31045,3156452
2809,31093,3151503
2810,31087,3135308
2811,52017,5211503
2812,31092,3101904
2813,31007,3144409
2814,24006,2403905
2815,31007,3169802
2816,52013,5218904
2817,31092,3162203
2818,31011,3130507
2819,31008,3133006
2820,31019,3153202
2821,31062,3157658
2822,31017,3106705
2823,24002,2405207
2824,31003,3108909
2825,31008,3152600
2826,52015,5219712
2827,31088,3114501
2828,31059,3139508
2829,52003,5222203
2830,24004,2406502
2831,31002,3136900
2832,31050,3137304
2833,31028,3142403
2834,31083,3107307
2835,31087,3137205
2836,31017,3155306
2837,52010,5200159
2838,29012,2912707
2839,29010,2915353
2840,31032,3138302
2841,31024,3107000
2842,31050,3135605
2843,52008,5208103
2844,52012,5212204
2845,31012,3170701
2846,31052,3142908
2847,24002,2408003
2848,31016,3154606
2849,31001,3151701
2850,31052,3152204
2851,24004,2408508
2852,24008,2408706
2853,31042,3149002
2854,31079,3155207
2855,24004,2408904
2856,24001,2409100
2857,41013,4110409
2858,22006,2202455
2859,23005,2302800
2860,23014,2313302
2861,33009,3301108
2862,23011,2308807
2863,24001,2409209
2864,21001,2100055
2865,21018,2111003
2866,24003,2409605
2867,29011,2932804
2868,42007,4200903
2869,33009,3301207
2870,31065,3141405
2871,42002,4201653
2872,42007,4202305
2873,41014,4123956
2874,42002,4200556
