,regional_geocode,geocode
4273,43016,4319703
4274,43021,4306056
4275,43015,4306072
4276,43029,4306205
4277,43017,4306304
4278,43015,4306320
4279,43011,4306353
4280,43001,4306379
4281,43029,4306452
4282,43009,4306502
4283,43004,4306551
4284,43022,4306601
4285,43014,4306734
4286,43029,4306759
4287,43009,4306767
4288,43029,4306809
4289,35112,3539202
4290,43027,4306908
4291,43020,4306924
4292,43016,4306957
4293,43016,4306973
4294,43025,4308607
4295,43010,4309050
4296,43026,4310439
4297,43004,4310652
4298,42003,4205175
4299,43016,4310900
4300,43018,4311304
4301,43020,4311429
4302,43022,4311502
4303,43004,4311775
4304,43016,4311908
4305,43017,4312138
4306,43024,4312377
4307,43024,4312617
4308,43001,4314027
4309,43006,4314050
4310,43003,4315305
4311,43016,4315313
4312,43011,4316303
4313,43012,4316451
4314,43021,4318804
4315,43017,4305975
4316,43029,4305835
4317,43016,4305116
4318,43016,4304853
4319,43021,4304507
4320,43022,4304358
4321,29012,2923902
4322,31053,3132107
4323,31007,3130606
4324,31078,3123908
4325,31083,3123809
4326,31074,3123502
4327,29026,2918902
4328,31008,3117702
4329,31038,3115706
4330,31026,3113503
4331,31013,3112208
4332,31008,3101300
4333,31037,3100500
4334,42004,4213708
4335,42014,4217709
4336,42004,4214607
4337,42007,4216305
4338,42008,4219176
4339,42001,4217956
4340,42006,4206306
4341,42007,4212304
4342,42008,4204152
4343,42003,4216909
4344,42011,4204509
4345,42002,4205431
4346,42009,4215505
4347,52012,5202155
4348,52011,5221197
4349,52001,5219738
4350,52015,5213004
4351,52010,5204201
4352,52018,5210604
4353,52018,5215603
4354,52011,5208400
4355,51014,5106240
4356,51005,5106257
4357,22003,2205854
4358,51003,5107776
4359,35082,3531902
4360,51014,5107909
4361,51014,5107925
4362,51016,5107941
4363,51013,5108105
4364,51014,5108303
4365,41019,4102703
4366,51003,5108600
4367,51007,5108857
4368,51007,5107263
4369,51004,5107305
4370,26010,2609600
4371,26009,2609808
4372,26010,2610707
4373,41019,4103602
4374,26004,2612307
4375,26008,2612901
4376,26003,2600302
4377,26003,2601904
4378,26004,2602407
4379,26006,2602704
4380,41019,4109005
4381,26003,2613008
4382,26005,2613800
4383,26001,2614402
4384,26001,2614600
4385,26004,2615102
4386,26006,2615508
4387,26006,2616308
4388,26008,2604205
4389,26001,2603900
4390,26007,2605301
4391,26004,2606002
4392,26010,2607752
4393,26006,2608107
4394,26001,2600104
4395,26004,2603306
4396,26011,2604304
4397,43009,4302709
4398,26005,2607802
4399,26002,2614808
4400,26011,2601607
4401,41021,4110078
4402,26012,2613909
4403,26004,2608602
4404,26008,2608701
4405,26006,2609105
4406,26002,2609154
4407,26007,2609907
4408,26004,2600500
4409,26002,2614105
4410,42001,4200804
4411,26004,2602100
4412,26010,2603454
4413,29014,2917508
4414,26007,2615607
4415,26010,2616407
4416,26011,2615201
4417,26007,2614303
4418,33002,3300258
4419,33009,3301850
4420,42009,4201604
4421,33004,3304110
4422,33007,3306156
4423,51010,5106216
4424,51001,5106158
4425,22011,2210953
4426,51010,5105580
4427,51011,5105234
4428,51008,5105176
4429,51016,5106273
4430,42010,4200754
4431,50003,5004700
4432,50001,5007901
4433,50003,5001243
4434,21007,2100436
4435,21003,2104107
4436,21003,2104099
4437,21008,2107001
4438,43030,4302402
4439,21005,2111078
4440,21003,2101400
4441,21003,2100501
4442,21004,2105351
4443,21012,2110302
4444,22004,2210508
4445,21015,2102309
4446,21018,2101350
4447,43009,4301750
4448,21001,2103257
4449,43016,4301701
4450,21019,2103174
4451,21012,2110708
4452,21004,2104800
4453,21019,2100873
4454,21015,2103505
4455,21017,2107803
4456,43016,4301552
4457,21011,2112407
4458,43013,4301503
4459,42002,4200507
4460,21012,2109759
4461,21010,2111631
4462,22004,2206209
4463,29008,2913200
4464,21008,2109551
4465,21008,2109007
4466,21009,2102705
4467,42002,4214201
4468,21003,2111573
4469,21009,2101004
4470,21006,2106409
4471,41003,4126306
4472,21008,2102804
4473,21013,2110278
4474,35093,3518107
4475,32002,3202702
4476,32001,3200136
4477,17008,1714203
4478,17002,1720101
4479,17007,1716109
4480,17002,1703800
4481,17003,1720903
4482,17008,1703701
4483,17008,1713601
4484,17001,1718865
4485,14001,1400456
4486,14002,1400209
4487,14001,1400175
4488,11002,1101476
4489,11006,1101468
4490,11001,1100940
4491,11005,1100502
4492,42003,4205308
4493,11001,1100403
4494,11003,1100155
4495,11001,1100130
4496,11003,1100114
4497,11006,1100031
4498,28005,2805604
4499,51005,5101001
4500,28007,2804300
4501,28003,2805208
4502,23021,2303204
4503,22004,2207504
4504,25007,2504801
4505,42004,4218608
4506,43022,4300034
4507,43019,4300554
4508,43010,4300604
4509,17004,1703206
4510,17007,1703909
4511,17004,1705508
4512,17007,1707108
4513,17004,1715705
4514,22002,2209203
4515,17007,1712504
4516,17006,1718758
4517,17002,1720002
4518,17005,1709500
4519,17005,1702000
4520,17004,1702307
4521,17007,1715002
4522,17006,1715101
4523,17003,1705557
4524,17006,1711951
4525,17002,1714302
4526,17008,1717909
4527,17003,1718659
4528,17008,1707553
4529,17005,1715754
4530,17002,1718550
4531,17006,1720150
4532,17006,1721000
4533,17004,1706001
4534,17002,1703826
4535,17005,1707652
4536,17006,1721109
4537,17008,1717008
4538,17004,1718402
4539,29014,2933158
4540,17007,1718451
4541,17002,1718808
4542,17005,1718840
4543,17008,1720655
4544,17001,1709005
4545,17004,1709302
4546,35157,3532603
4547,17003,1712157
4548,17003,1720937
4549,27009,2701605
4550,27003,2703007
4551,27002,2703601
4552,27007,2704104
4553,27007,2705903
4554,27003,2708105
4555,27009,2708402
4556,27001,2700607
4557,27002,2706505
4558,27005,2707800
4559,42008,4211801
4560,27001,2704302
4561,27007,2708808
4562,13001,1303536
4563,13006,1300706
4564,13008,1304260
4565,15006,1501402
4566,15008,1503200
4567,15008,1504109
4568,15008,1504406
4569,15013,1506302
4570,15007,1507102
4571,15012,1508159
4572,15008,1507409
4573,15001,1503044
4574,15008,1507607
4575,11007,1100080
4576,11004,1100205
4577,11005,1100288
4578,11004,1100338
4579,11005,1100908
4580,11003,1101005
4581,11003,1101708
4582,11006,1100304
4583,11001,1101401
4584,11007,1101500
4585,28004,2805505
4586,28001,2803203
4587,28006,2801306
4588,28003,2806800
4589,42004,4219200
4590,28003,2805000
4591,28003,2804458
4592,28006,2804003
4593,28003,2803906
4594,28003,2802908
4595,28005,2802205
4596,29012,2932309
4597,14001,1400159
4598,42010,4212601
4599,25002,2501906
4600,25015,2500536
4601,25005,2514107
4602,25015,2512507
4603,25013,2512101
4604,11001,1100700
4605,24001,2414803
4606,24001,2413508
4607,24005,2411205
4608,24008,2409902
4609,22009,2207207
4610,24006,2407401
4611,24006,2407005
4612,24001,2406205
4613,24005,2405306
4614,24003,2404507
4615,24001,2406304
4616,24007,2403251
4617,24008,2402501
4618,22009,2201739
4619,22008,2201556
4620,22009,2200954
4621,35161,3522307
4622,25015,2517001
4623,25006,2517100
4624,25015,2501575
4625,25015,2501708
4626,51013,5107404
4627,51002,5104906
4628,51011,5101258
4629,51005,5106703
4630,51013,5100607
4631,41011,4110805
4632,51001,5106299
4633,51005,5106653
4634,51013,5107040
4635,51006,5107065
4636,51006,5102702
4637,51008,5102850
4638,51012,5103304
4639,51011,5103957
4640,51015,5104104
4641,22003,2207900
4642,51007,5106232
4643,51013,5107297
4644,23004,2306504
4645,15003,1500131
4646,15012,1500859
4647,15008,1500958
4648,25007,2505600
4649,41006,4118600
4650,15011,1501303
4651,15003,1501576
4652,15009,1501600
4653,15007,1502608
4654,15004,1503093
4655,15009,1505007
4656,15013,1505700
4657,15009,1506559
4658,22003,2208403
4659,15008,1507466
4660,15009,1508308
4661,29016,2907202
4662,15013,1502509
4663,15008,1503457
4664,42016,4218707
4665,15006,1504422
4666,15003,1507458
4667,41012,4118907
4668,15012,1500602
4669,15009,1500909
4670,15014,1502806
4671,22004,2206720
4672,15007,1507003
4673,15009,1505601
4674,25010,2509156
4675,15009,1506906
4676,15001,1508407
4677,15014,1501105
4678,15007,1502756
4679,15003,1504208
4680,15002,1506005
4681,22003,2206803
4682,41008,4122800
4683,22003,2201200
4684,42001,4206603
4685,22011,2201002
4686,22005,2202000
4687,25010,2516201
4688,51008,5105150
4689,51014,5104526
4690,51011,5104500
4691,51005,5103908
4692,51006,5103858
4693,27004,2701704
4694,27008,2702553
4695,27003,2705507
4696,27009,2705705
4697,27010,2705804
4698,27009,2707206
4699,27002,2707305
4700,27009,2708006
4701,27002,2708501
4702,27007,2709103
4703,27006,2706703
4704,27006,2703205
4705,23010,2306801
4706,27001,2705200
4707,27004,2707008
4708,27001,2707909
4709,27006,2708204
4710,27005,2708600
4711,27009,2708956
4712,27007,2709202
4713,27010,2700102
4714,27005,2700201
4715,27007,2700300
4716,27003,2701357
4717,27007,2701506
4718,27001,2702207
4719,27010,2703304
4720,35022,3517802
4721,27005,2709152
4722,13007,1301654
4723,13003,1301704
4724,13001,1301852
4725,13003,1303304
4726,51010,5106190
4727,13004,1304302
4728,13008,1302801
4729,13008,1302207
4730,42012,4215802
4731,41014,4115903
4732,13004,1302009
4733,13009,1302306
4734,13001,1302553
4735,13001,1302603
4736,13009,1304062
4737,13007,1301803
4738,13009,1304237
4739,13002,1303205
4740,16001,1600055
4741,16003,1600808
4742,16002,1600709
4743,53001,5300108
4744,32002,3205309
4745,32001,3204658
4746,29001,2929701
4747,32001,3204955
4748,32001,3205176
4749,32004,3202553
4750,32001,3203304
4751,32004,3203320
4752,32003,3203601
4753,32001,3204708
4754,32001,3200607
4755,32003,3201001
4756,32004,3201407
4757,32002,3204609
4758,32002,3200102
4759,32003,3200904
4760,32003,3203056
4761,50004,5002308
4762,50001,5002803
4763,22009,2205201
4764,50003,5004809
4765,42001,4204905
4766,50001,5001102
4767,50001,5002159
4768,50001,5002209
4769,50004,5004403
4770,50003,5004502
4771,22005,2205706
4772,50003,5005152
4773,50002,5005202
4774,50003,5005251
4775,50001,5005806
4776,50003,5006200
4777,50001,5007935
4778,50001,5006408
4779,50003,5003157
4780,50001,5004106
4781,50001,5005004
4782,50003,5006259
4783,25004,2516151
4784,22002,2206605
4785,50001,5006903
4786,50004,5007554
4787,51012,5103809
4788,22003,2205458
4789,51009,5107883
4790,51005,5106281
4791,51013,5106372
4792,51002,5106505
4793,51016,5106802
4794,51007,5106851
4795,51008,5101407
4796,51007,5101704
4797,51005,5101803
4798,51005,5102603
4799,51013,5102678
4800,51012,5102686
4801,51014,5103056
4802,51008,5103379
4803,12003,1200609
4804,24004,2403004
4805,35104,3521101
4806,35151,3521507
4807,35041,3522109
4808,35162,3522158
4809,35073,3525904
4810,27007,2704401
4811,35162,3522406
4812,35032,3522703
4813,35061,3522802
4814,35063,3523503
4815,35073,3524006
4816,35171,3524907
4817,35081,3525409
4818,35156,3525706
4819,35121,3526100
4820,35013,3526209
4821,35174,3526308
4822,35022,3526506
4823,35102,3526902
4824,35172,3527207
4825,35132,3527603
4826,35121,3521200
4827,35157,3528106
4828,35154,3528205
4829,35157,3528304
4830,35163,3528403
4831,35151,3528858
4832,35033,3529302
4833,35121,3529906
4834,27007,2700904
4835,35065,3541604
4836,35143,3530508
4837,35141,3530805
4838,35157,3531001
4839,27001,2702801
4840,35156,3531407
4841,35022,3532108
4842,35112,3532207
4843,35174,3532306
4844,35155,3532504
4845,35155,3532801
4846,27006,2703759
4847,35092,3535507
4848,35021,3532868
4849,35032,3532900
4850,35151,3533254
4851,35021,3533304
4852,27010,2707107
4853,35155,3534005
4854,35093,3534104
4855,35154,3534757
4856,35082,3534302
4857,27006,2707503
4858,35093,3534500
4859,35155,3535002
4860,35153,3535200
4861,35092,3535309
4862,35095,3536000
4863,35121,3536208
4864,35111,3536406
4865,35062,3536703
4866,35154,3536901
4867,35023,3537701
4868,35163,3537800
4869,35174,3538006
4870,35071,3538204
4871,35114,3538303
4872,35061,3538808
4873,35062,3538907
4874,35101,3539301
4875,13001,1303569
4876,35157,3540309
4877,35034,3540705
4878,13002,1301308
4879,13009,1300060
4880,35114,3541505
4881,13008,1300029
4882,35121,3542602
4883,35092,3527900
4884,35081,3543105
4885,35161,3543253
4886,35157,3544202
4887,35172,3544301
4888,13003,1300144
4889,35152,3544509
4890,35151,3544806
4891,35111,3514403
4892,35163,3545209
4893,35094,3545407
4894,35151,3545605
4895,35152,3546108
4896,35133,3546256
4897,35142,3546306
4898,35152,3546603
4899,13009,1300607
4900,35111,3547106
4901,35112,3547700
4902,35133,3547908
4903,35021,3548054
4904,35015,3548807
4905,35034,3548906
4906,35174,3550001
4907,35063,3550100
4908,35103,3550407
4909,35157,3551306
4910,35132,3551405
4911,35074,3551603
4912,35162,3521705
4913,35011,3552502
4914,35022,3552551
4915,35151,3552601
4916,35032,3552700
4917,13009,1301605
4918,35112,3552908
4919,35155,3553401
4920,35143,3553609
4921,35061,3553807
4922,35174,3554102
4923,35174,3554805
4924,35152,3554904
4925,35023,3555208
4926,35154,3555307
4927,35156,3555356
4928,35173,3555406
4929,35093,3555505
4930,35155,3555604
4931,35156,3555703
4932,35157,3556107
4933,35072,3556206
4934,13001,1303601
4935,35142,3556404
4936,35153,3556958
4937,35163,3557006
4938,35157,3557105
4939,13001,1303809
4940,35171,3531704
4941,13006,1302405
4942,24008,2412807
4943,13002,1302504
4944,22007,2201150
4945,35093,3514700
4946,24006,2413557
4947,24003,2413904
4948,24008,2414456
4949,35111,3526001
4950,24004,2406106
4951,25002,2511707
4952,25009,2512077
4953,24003,2408805
4954,35072,3523404
4955,13004,1303957
4956,24005,2410306
4957,24004,2400109
4958,13004,1304005
4959,24006,2403301
4960,24004,2405603
4961,22002,2203008
4962,35064,3522000
4963,25015,2512788
4964,22011,2202307
4965,22001,2202604
4966,22003,2202174
4967,22004,2207108
4968,22001,2202711
4969,12001,1200252
4970,12002,1200138
4971,22004,2200301
4972,12002,1200344
4973,22006,2204550
4974,35065,3517000
4975,12003,1200393
4976,24004,2413003
4977,35162,3517604
4978,51007,5107958
4979,16003,1600600
4980,16001,1600154
4981,22010,2203503
4982,24005,2411700
4983,22008,2203859
4984,16002,1600550
4985,42010,4219606
4986,16003,1600279
4987,35091,3534906
4988,29024,2930105
4989,41006,4108502
4990,23011,2304004
4991,42001,4218756
4992,24007,2407104
4993,24003,2405504
4994,24005,2413706
4995,24006,2400604
4996,24002,2401008
4997,24001,2401404
4998,35091,3520806
4999,35112,3520608
5000,35083,3520103
5001,35064,3520004
5002,35032,3519600
5003,35034,3519303
5004,35062,3519105
5005,35021,3518909
5006,50002,5003207
5007,35172,3518404
5008,35021,3518206
5009,35154,3518008
5010,35051,3517901
5011,35083,3517703
5012,35155,3517505
5013,35034,3513702
5014,35157,3516903
5015,35031,3516853
5016,35023,3516507
5017,35157,3515905
5018,35093,3515657
5019,35154,3515509
5020,35112,3515301
5021,35142,3515186
5022,27001,2706448
5023,35151,3514924
5024,17003,1717800
5025,17001,1701309
5026,17003,1702406
5027,17003,1702703
5028,17007,1711902
5029,42007,4210209
5030,17006,1713304
5031,22009,2206050
5032,17007,1713700
5033,17001,1713957
5034,17004,1716703
5035,17005,1720978
5036,17001,1702158
5037,17007,1707207
5038,17008,1718907
5039,17003,1700400
5040,22002,2201309
5041,17002,1703891
5042,22009,2200277
5043,17005,1708205
5044,17001,1717206
5045,22009,2202133
5046,17001,1722081
5047,17007,1701903
5048,17002,1702208
5049,17005,1711506
5050,17002,1713809
5051,17001,1714880
5052,17001,1703073
5053,17001,1716307
5054,51002,5106109
5055,51002,5107800
5056,25007,2500205
5057,22001,2202059
5058,25004,2505352
5059,25005,2503902
5060,25009,2502409
5061,25002,2503605
5062,25012,2506400
5063,25003,2508307
5064,25001,2508604
5065,25014,2509305
5066,35156,3500204
5067,35142,3500303
5068,35061,3500550
5069,35103,3500600
5070,35161,3500758
5071,35051,3500907
5072,35133,3501004
5073,35023,3501103
5074,35072,3501608
5075,35157,3501806
5076,35022,3502101
5077,27004,2701308
5078,35161,3502200
5079,35063,3502309
5080,35162,3502705
5081,24004,2411809
5082,35021,3502804
5083,35083,3503000
5084,35031,3503208
5085,35062,3503406
5086,35172,3503505
5087,35153,3503950
5088,35062,3504305
5089,35062,3504701
5090,35172,3504909
5091,35051,3505500
5092,35131,3505609
5093,35133,3505906
5094,35052,3506102
5095,35023,3506508
5096,35011,3506607
5097,35163,3507001
5098,35162,3507159
5099,35063,3507506
5100,35023,3507753
5101,35133,3507803
5102,35023,3508108
5103,35062,3508306
5104,35172,3508603
5105,35143,3508702
5106,35065,3508801
5107,35012,3509007
5108,35133,3509403
5109,35161,3509452
5110,35121,3509908
5111,35094,3510153
5112,35161,3510203
5113,27002,2708709
5114,35151,3511201
5115,35155,3511300
5116,27009,2706406
5117,35071,3532405
5118,27010,2702405
5119,35015,3513801
5120,35143,3513900
5121,27005,2704005
5122,35141,3530706
5123,35034,3514304
5124,35121,3514809
5125,27009,2704609
5126,17004,1721257
5127,17002,1721208
5128,17003,1716208
5129,17006,1708254
5130,17001,1703883
5131,17001,1703842
5132,17002,1701051
5133,17005,1720853
5134,21006,2110104
5135,21002,2102077
5136,21019,2106375
5137,21012,2111748
5138,21012,2111250
5139,42005,4212809
5140,21013,2102374
5141,21006,2106300
5142,28004,2807402
5143,28007,2806404
5144,28007,2804904
5145,28006,2804805
5146,28005,2803104
5147,28007,2802700
5148,28002,2800407
5149,28001,2800308
5150,28003,2807006
5151,28006,2802502
5152,28007,2800704
5153,28007,2807303
5154,28007,2803401
5155,28005,2802403
5156,42004,4214508
5157,42004,4202859
5158,42003,4212270
5159,42004,4200200
5160,42013,4203253
5161,42004,4206900
5162,42004,4208500
5163,42001,4214151
5164,42007,4217253
5165,42016,4217006
5166,42001,4202081
5167,42010,4213906
5168,42001,4205357
5169,42001,4212007
5170,42011,4217402
5171,42012,4213609
5172,42002,4212908
5173,42002,4204707
5174,42001,4210902
5175,42016,4207205
5176,42005,4208203
5177,42013,4209300
5178,42013,4213302
5179,42013,4215059
5180,42013,4203402
5181,42013,4216503
5182,42013,4218905
5183,42014,4210407
5184,42014,4212254
5185,42008,4219150
5186,42016,4217105
5187,42008,4206801
5188,42009,4203154
5189,42016,4212650
5190,42001,4202099
5191,42015,4207007
5192,23011,2312908
5193,42006,4205902
5194,28001,2806503
5195,41010,4110656
5196,28001,2800605
5197,28006,2801504
5198,28003,2802304
5199,28002,2802809
5200,28001,2803609
5201,28003,2804102
5202,28007,2804409
5203,28007,2805703
5204,28001,2805901
5205,28006,2806602
5206,28004,2807105
5207,28006,2807204
5208,28002,2807501
5209,42003,4209458
5210,42009,4214409
5211,42012,4218301
5212,42003,4219705
5213,42002,4204103
5214,42013,4216800
5215,42003,4211850
5216,42003,4205605
5217,42001,4205001
5218,42003,4200101
5219,42009,4213005
5220,42009,4216057
5221,42009,4205506
5222,42009,4218251
5223,42012,4215000
5224,42012,4210308
5225,42012,4208104
5226,42012,4203808
5227,42008,4209201
5228,42008,4205209
5229,42015,4219002
5230,42015,4218350
5231,42015,4211702
5232,42015,4217600
5233,42015,4211207
5234,43030,4323770
5235,43029,4315156
5236,43025,4315172
5237,43029,4315206
5238,43001,4315321
5239,43012,4315354
5240,43001,4315503
5241,43016,4315552
5242,43028,4315701
5243,43029,4315800
5244,43015,4315909
5245,43011,4315958
5246,43006,4316006
5247,43020,4316204
5248,43003,4316402
5249,43012,4316436
5250,43011,4316477
5251,43008,4316501
5252,43012,4316709
5253,43029,4316758
5254,43007,4316956
5255,43014,4317202
5256,43021,4317301
5257,43002,4317400
5258,43017,4317558
5259,43005,4317608
5260,43017,4317756
5261,43013,4317806
5262,43018,4317954
5263,42004,4212700
5264,43002,4318101
5265,43018,4318424
5266,43025,4318440
5267,43020,4318457
5268,43008,4318614
5269,43007,4318705
5270,43011,4318903
5271,43013,4319109
5272,43011,4319158
5273,43011,4319208
5274,43011,4319372
5275,43002,4319802
5276,43020,4320107
5277,43013,4320230
5278,43027,4320263
5279,43012,4320305
5280,43017,4320404
5281,43029,4320453
5282,43017,4320503
5283,43011,4320578
5284,43028,4320677
5285,43027,4320701
5286,43009,4321105
5287,43030,4321303
5288,43015,4321402
5289,42007,4211504
5290,43030,4321451
5291,43019,4321469
5292,43001,4321493
5293,43004,4321501
5294,43005,4321600
5295,43029,4321626
5296,43004,4321667
5297,43004,4321832
5298,43020,4321857
5299,43015,4321907
5300,43020,4321956
5301,43008,4322004
5302,43019,4322152
5303,43012,4322202
5304,43008,4322251
5305,43025,4322350
5306,43028,4322525
5307,43028,4322533
5308,43026,4322541
5309,43028,4322608
5310,43025,4322806
5311,43017,4323408
5312,43015,4323507
5313,43029,4315131
5314,43011,4315107
5315,43014,4315057
5316,43014,4315008
5317,43007,4314803
5318,43017,4314779
5319,43011,4314555
5320,43021,4314506
5321,43015,4314498
5322,43001,4314472
5323,43021,4314407
5324,43013,4314308
5325,43021,4314175
5326,22009,2204352
5327,22004,2204600
5328,22004,2205250
5329,22003,2205409
5330,22002,2206654
5331,22005,2206696
5332,22007,2200806
5333,22004,2201408
5334,22009,2201572
5335,22009,2201804
5336,22005,2202539
5337,22009,2202554
5338,22009,2208205
5339,22011,2207306
5340,22009,2208007
5341,22010,2209153
5342,22009,2208650
5343,22009,2209401
5344,22009,2209856
5345,22006,2210003
5346,22006,2210607
5347,22008,2210979
5348,22002,2208858
5349,22006,2211357
5350,22003,2206670
5351,22011,2207355
5352,22004,2207751
5353,22004,2207793
5354,22004,2208809
5355,22009,2210706
5356,22009,2210201
5357,22003,2201507
5358,22009,2200251
5359,22004,2200509
5360,22009,2203271
5361,22001,2201770
5362,22001,2202208
5363,22009,2204154
5364,22001,2201945
5365,22003,2201960
5366,22008,2202075
5367,22005,2202083
5368,22009,2204204
5369,22003,2202406
5370,22002,2203206
5371,22005,2202703
5372,22005,2202729
5373,22004,2202737
5374,22008,2202778
5375,22006,2202851
5376,22002,2203230
5377,22004,2203255
5378,22006,2203354
5379,22009,2205151
5380,22002,2203602
5381,22006,2203750
5382,22011,2204105
5383,22011,2204501
5384,22005,2204659
5385,22009,2204808
5386,22009,2205003
5387,22011,2205102
5388,42001,4215687
5389,22003,2206100
5390,22004,2205508
5391,22009,2206506
5392,22006,2205532
5393,22004,2205581
5394,28005,2802601
5395,28005,2804201
5396,28004,2805802
5397,28002,2806305
5398,28002,2801702
5399,22010,2206902
5400,22001,2206951
5401,22007,2208908
5402,22009,2207553
5403,22009,2207777
5404,22011,2207934
5405,42011,4202057
5406,22011,2207959
5407,22010,2208106
5408,22003,2208304
5409,22003,2208502
5410,22011,2208874
5411,22011,2209005
5412,22009,2209104
5413,22009,2209351
5414,22008,2209377
5415,22004,2209450
5416,22008,2209500
5417,22010,2209609
5418,22008,2209658
5419,22002,2209757
5420,22005,2207702
5421,22001,2209906
5422,22008,2209955
5423,22003,2209971
5424,22011,2210102
5425,22009,2210300
5426,22006,2210359
5427,22009,2210375
5428,22002,2210623
5429,22007,2210631
5430,22008,2210805
5431,22004,2211100
5432,22010,2211407
5433,22009,2211506
5434,22009,2210938
5435,22003,2205573
5436,42002,4211405
5437,22011,2207850
5438,22011,2209708
5439,22011,2210391
5440,22004,2211001
5441,22002,2204402
5442,22004,2200103
5443,42007,4206009
5444,43025,4312385
5445,43008,4312401
5446,43005,4312500
5447,43017,4312625
5448,43017,4312658
5449,43017,4312674
5450,43025,4312906
5451,43029,4313003
5452,43014,4313011
5453,43002,4313037
5454,43007,4313060
5455,43001,4313102
5456,43025,4313300
5457,43013,4313334
5458,43008,4313375
5459,43014,4313425
5460,43005,4313656
5461,43020,4313706
5462,43028,4313953
5463,43008,4314035
5464,43027,4314068
5465,43028,4314076
5466,43030,4314159
5467,22008,2202802
5468,42005,4203204
5469,22003,2205805
5470,22001,2205516
5471,22011,2205300
5472,22004,2205540
5473,22009,2204303
5474,22002,2202901
5475,22002,2202752
5476,22006,2203453
5477,22006,2202117
5478,22009,2202091
5479,22002,2201101
5480,22002,2200459
5481,22004,2200202
5482,26008,2616506
5483,26008,2614857
5484,26004,2613206
5485,26008,2611903
5486,26003,2611200
5487,26008,2609204
5488,26004,2608800
5489,26008,2604809
5490,26005,2604601
5491,26004,2603801
5492,26001,2602506
5493,26008,2600906
5494,26003,2614709
5495,26008,2613404
5496,26003,2612406
5497,26004,2610301
5498,26010,2607901
5499,26003,2605806
5500,26007,2607307
5501,26003,2601706
5502,26002,2611002
5503,41010,4104600
5504,26006,2608909
5505,26012,2613503
5506,26009,2611101
5507,26003,2616209
5508,26002,2616001
5509,26009,2600203
5510,26002,2610806
5511,26010,2611309
5512,26010,2611606
5513,26003,2611705
5514,21003,2106102
5515,26003,2612000
5516,26006,2612109
5517,26003,2612505
5518,26001,2612802
5519,26001,2607109
5520,26003,2605004
5521,26003,2606705
5522,26008,2600401
5523,26005,2600708
5524,26002,2601201
5525,26003,2601300
5526,26008,2601409
5527,26008,2601508
5528,26006,2602209
5529,22003,2203701
5530,22002,2203107
5531,26002,2602803
5532,41017,4109203
5533,26001,2613602
5534,22008,2204907
5535,22009,2205953
5536,22011,2205607
5537,41010,4109757
5538,26012,2615706
5539,26006,2616183
5540,21004,2101608
5541,26010,2604403
5542,26005,2606200
5543,26010,2607208
5544,21014,2100477
5545,26008,2608206
5546,26003,2612703
5547,26010,2606804
5548,26007,2602001
5549,41010,4104055
5550,26003,2613305
5551,26006,2604007
5552,26004,2604700
5553,26012,2605608
5554,26010,2606101
5555,26010,2607604
5556,22011,2203909
5557,26004,2608255
5558,26003,2608404
5559,26010,2609402
5560,26008,2611507
